Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:2DD9LNVKrcw1wt7m2dG4pS,faf071c5961f4195a9575494a1bed466,2022-09-28T17:58:38Z,0,I did like this one in a pleasant sort of way.,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:47NYM0N2XqXHeafWytnenf,faf071c5961f4195a9575494a1bed466,2022-09-28T17:58:38Z,2,The real animal in here is the nanny goat singer (affectionate).,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:4GSCqzTsoed0sNVxAuBtDG,faf071c5961f4195a9575494a1bed466,2022-09-28T17:58:38Z,3,"I didn't like the voice at first but this song really grew on me. Probably the synth. Maybe the word ""Lo"".",1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:4SGcV28NuS1IdCaEsnYKi5,faf071c5961f4195a9575494a1bed466,2022-09-28T17:58:38Z,0,"I do really like funk, though this wasn't my ultimate favorite.",1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:6FJmVOcQPaRYGiJQRIpWAL,faf071c5961f4195a9575494a1bed466,2022-09-28T17:58:38Z,1,Hard not to have good childhood memories itn this one.,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:6rb2YiWI5xJCPs1XfFz3Xz,faf071c5961f4195a9575494a1bed466,2022-09-28T17:58:38Z,6,Ever since this family introduced me to this song I've been obsessed. Pure artistry.,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:6SC6rxg33yNWmWvJxw3TBP,faf071c5961f4195a9575494a1bed466,2022-09-28T17:58:38Z,0,Sorry not my top Amatria song.,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:0dGfpnQtf1yw0ktC7yFl8b,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,1,This is the “Normal Al” version of the gates. I prefer the original. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:29YcYtqUNLWaYvGVGdYtZy,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,2,"Let’s see… crystal ball, check. Evil eyed cat, check. Mixes up potions, indeterminate. 

You guys I think this song may be about amy. ",1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:2DD9LNVKrcw1wt7m2dG4pS,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,1,This is quite nice. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:47NYM0N2XqXHeafWytnenf,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,1,I need to get back on duolingo. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:4GSCqzTsoed0sNVxAuBtDG,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,1,Let’s all agree to be drug free. This song is kinda creepy. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:4SGcV28NuS1IdCaEsnYKi5,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,3,This worm should get together with Dr. Worm and get a band started. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:6rb2YiWI5xJCPs1XfFz3Xz,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,2,🐔🎸,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:6SC6rxg33yNWmWvJxw3TBP,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,0,See the above duolingo comment. Also I ran out of points. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:7ydJaSdC8Au68eYgspNznY,45aed3c10e8c45c98b4a63680e9da7b7,2022-09-29T00:57:29Z,1,This is a nice sad sack song. And I am all about sad sack songs. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:29YcYtqUNLWaYvGVGdYtZy,3632dbc7e55d4e3380f090997355e7ae,2022-09-30T05:08:23Z,1,I dig the 70’s fun and wish I had more points to give. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:2DD9LNVKrcw1wt7m2dG4pS,3632dbc7e55d4e3380f090997355e7ae,2022-09-30T05:08:23Z,2,Fantastic. ,1a12136ef8f2408ba28892f7ed0c6ed9
spotify:track:47NYM0N2XqXHeafWytnenf,3632dbc7e55d4e3380f090997355e7ae,2022-09-30T05:08:23Z,1,Frenetically fun. ,1a12136ef8f2408ba28892f7ed0c6ed9
